Distribution,Trials,Won % switch, Won % non-switch
binomial,3722,70.2041913,29.7958087
exponential,3722,27.64642665,72.35357335
poisson,3722,50.69854917,49.30145083
laplace,3722,70.98334229,29.01665771
logistic,3722,59.13487372,40.86512628
uniform,3722,39.7367007,60.2632993
rayleigh,3722,72.6222461,27.3777539
normal,3732,30.25187567,69.74812433
binomial,3732,59.59271168,40.40728832
exponential,3732,72.42765273,27.57234727
poisson,3732,77.06323687,22.93676313
laplace,3732,82.07395498,17.92604502
logistic,3732,60.36977492,39.63022508
uniform,3732,71.16827438,28.83172562
rayleigh,3732,37.7545552,62.2454448
normal,3742,21.03153394,78.96846606
binomial,3742,57.24211652,42.75788348
exponential,3742,26.45644041,73.54355959
poisson,3742,49.46552646,50.53447354
laplace,3742,59.2463923,40.7536077
logistic,3742,67.66435061,32.33564939
uniform,3742,33.75200428,66.24799572
rayleigh,3742,39.9251737,60.0748263
normal,3752,66.52452026,33.47547974
binomial,3752,58.02238806,41.97761194
exponential,3752,82.35607676,17.64392324
poisson,3752,10.34115139,89.65884861
laplace,3752,67.80383795,32.19616205
logistic,3752,37.18017058,62.81982942
uniform,3752,83.66204691,16.33795309
rayleigh,3752,19.24307036,80.75692964
normal,3762,62.57309942,37.42690058
binomial,3762,66.00212653,33.99787347
exponential,3762,27.67145136,72.32854864
poisson,3762,63.23763955,36.76236045
laplace,3762,70.70707071,29.29292929
logistic,3762,71.71717172,28.28282828
uniform,3762,32.74853801,67.25146199
rayleigh,3762,43.16852738,56.83147262
normal,3772,66.48992577,33.51007423
binomial,3772,31.17709438,68.82290562
exponential,3772,51.93531283,48.06468717
poisson,3772,77.81018028,22.18981972
laplace,3772,89.28950159,10.71049841
logistic,3772,88.33510074,11.66489926
uniform,3772,33.43054083,66.56945917
rayleigh,3772,22.69353128,77.30646872
normal,3782,27.15494447,72.84505553
binomial,3782,29.82548916,70.17451084
exponential,3782,43.0460074,56.9539926
poisson,3782,84.08249603,15.91750397
laplace,3782,39.87308302,60.12691698
logistic,3782,35.69539926,64.30460074
uniform,3782,25.91221576,74.08778424
rayleigh,3782,72.23691169,27.76308831
normal,3792,18.45991561,81.54008439
binomial,3792,48.54957806,51.45042194
exponential,3792,47.52109705,52.47890295
poisson,3792,61.12869198,38.87130802
laplace,3792,22.73206751,77.26793249
logistic,3792,55.66983122,44.33016878
uniform,3792,65.92827004,34.07172996
rayleigh,3792,46.54535865,53.45464135
normal,3802,67.46449237,32.53550763
binomial,3802,30.22093635,69.77906365
exponential,3802,14.96580747,85.03419253
poisson,3802,32.351394,67.648606
laplace,3802,28.90583903,71.09416097
logistic,3802,31.85165702,68.14834298
uniform,3802,35.34981589,64.65018411
rayleigh,3802,49.6580747,50.3419253
normal,3812,73.87198321,26.12801679
binomial,3812,45.77649528,54.22350472
exponential,3812,25.60335782,74.39664218
poisson,3812,34.54879328,65.45120672
laplace,3812,69.17628541,30.82371459
logistic,3812,77.12486884,22.87513116
uniform,3812,70.06820567,29.93179433
rayleigh,3812,28.7775446,71.2224554
normal,3822,76.68759812,23.31240188
binomial,3822,39.95290424,60.04709576
exponential,3822,60.64887493,39.35112507
poisson,3822,61.09366824,38.90633176
laplace,3822,39.35112507,60.64887493
logistic,3822,52.14547357,47.85452643
uniform,3822,43.69440084,56.30559916
rayleigh,3822,84.24908425,15.75091575
normal,3832,78.62734864,21.37265136
binomial,3832,71.34655532,28.65344468
exponential,3832,25.4697286,74.5302714
poisson,3832,47.15553236,52.84446764
laplace,3832,47.05114823,52.94885177
logistic,3832,33.66388309,66.33611691
uniform,3832,55.06263048,44.93736952
rayleigh,3832,21.92066806,78.07933194
normal,3842,11.89484643,88.10515357
binomial,3842,50.72878709,49.27121291
exponential,3842,31.80635086,68.19364914
poisson,3842,53.25351379,46.74648621
laplace,3842,45.83550234,54.16449766
logistic,3842,38.99010932,61.00989068
uniform,3842,68.16762103,31.83237897
rayleigh,3842,53.93024466,46.06975534
normal,3852,15.42056075,84.57943925
binomial,3852,61.44859813,38.55140187
exponential,3852,35.28037383,64.71962617
poisson,3852,44.34060228,55.65939772
laplace,3852,24.71443406,75.28556594
logistic,3852,59.29387331,40.70612669
uniform,3852,77.596054,22.403946
rayleigh,3852,20.30114226,79.69885774
normal,3862,31.90056965,68.09943035
binomial,3862,25.11651994,74.88348006
exponential,3862,57.92335577,42.07664423
poisson,3862,19.83428276,80.16571724
laplace,3862,40.3158985,59.6841015
logistic,3862,73.84774728,26.15225272
uniform,3862,34.38632833,65.61367167
rayleigh,3862,27.80942517,72.19057483
normal,3872,23.34710744,76.65289256
binomial,3872,52.58264463,47.41735537
exponential,3872,62.93904959,37.06095041
poisson,3872,24.76756198,75.23243802
laplace,3872,79.8553719,20.1446281
logistic,3872,22.05578512,77.94421488
uniform,3872,75.46487603,24.53512397
rayleigh,3872,89.04958678,10.95041322
normal,3882,56.3111798,43.6888202
binomial,3882,14.45131376,85.54868624
exponential,3882,74.57496136,25.42503864
poisson,3882,58.39773313,41.60226687
laplace,3882,79.10870685,20.89129315
logistic,3882,70.8140134,29.1859866
uniform,3882,34.72436888,65.27563112
rayleigh,3882,32.01957754,67.98042246
normal,3892,33.27338129,66.72661871
binomial,3892,74.92291881,25.07708119
exponential,3892,20.24665982,79.75334018
poisson,3892,12.48715313,87.51284687
laplace,3892,33.96711202,66.03288798
logistic,3892,27.672148,72.327852
uniform,3892,61.07399794,38.92600206
rayleigh,3892,45.58067831,54.41932169
normal,3902,72.60379293,27.39620707
binomial,3902,43.4648898,56.5351102
exponential,3902,80.75345976,19.24654024
poisson,3902,11.30189646,88.69810354
laplace,3902,61.89133778,38.10866222
logistic,3902,18.55458739,81.44541261
uniform,3902,31.21476166,68.78523834
rayleigh,3902,51.84520759,48.15479241
normal,3912,13.77811861,86.22188139
binomial,3912,67.81697342,32.18302658
exponential,3912,35.53169734,64.46830266
poisson,3912,32.56646217,67.43353783
laplace,3912,63.82924335,36.17075665
logistic,3912,47.62269939,52.37730061
uniform,3912,78.24642127,21.75357873
rayleigh,3912,52.32617587,47.67382413
normal,3922,25.47169811,74.52830189
binomial,3922,71.44314125,28.55685875
exponential,3922,19.42886283,80.57113717
poisson,3922,39.1381948,60.8618052
laplace,3922,30.62213157,69.37786843
logistic,3922,71.03518613,28.96481387
uniform,3922,30.18867925,69.81132075
rayleigh,3922,65.09433962,34.90566038
normal,3932,42.11597152,57.88402848
binomial,3932,71.08341811,28.91658189
exponential,3932,78.73855544,21.26144456
poisson,3932,53.68769074,46.31230926
laplace,3932,24.8982706,75.1017294
logistic,3932,60.02034588,39.97965412
uniform,3932,87.02950153,12.97049847
rayleigh,3932,32.27365209,67.72634791
normal,3942,22.65347539,77.34652461
binomial,3942,51.04008118,48.95991882
exponential,3942,74.96194825,25.03805175
poisson,3942,76.91527144,23.08472856
laplace,3942,38.83815322,61.16184678
logistic,3942,77.65093861,22.34906139
uniform,3942,69.76154236,30.23845764
rayleigh,3942,77.06747844,22.93252156
normal,3952,32.00910931,67.99089069
binomial,3952,63.86639676,36.13360324
exponential,3952,46.60931174,53.39068826
poisson,3952,75.88562753,24.11437247
laplace,3952,78.21356275,21.78643725
logistic,3952,41.548583,58.451417
uniform,3952,78.26417004,21.73582996
rayleigh,3952,68.11740891,31.88259109
normal,3962,32.3069157,67.6930843
binomial,3962,43.2609793,56.7390207
exponential,3962,80.01009591,19.98990409
poisson,3962,16.35537607,83.64462393
laplace,3962,76.40080767,23.59919233
logistic,3962,75.21453811,24.78546189
uniform,3962,60.65118627,39.34881373
rayleigh,3962,60.82786471,39.17213529
normal,3972,69.7633434,30.2366566
binomial,3972,63.16717019,36.83282981
exponential,3972,26.76233635,73.23766365
poisson,3972,16.26384693,83.73615307
laplace,3972,72.28096677,27.71903323
logistic,3972,75.75528701,24.24471299
uniform,3972,45.34239678,54.65760322
rayleigh,3972,49.14400806,50.85599194
normal,3982,34.80662983,65.19337017
binomial,3982,66.34856856,33.65143144
exponential,3982,24.58563536,75.41436464
poisson,3982,80.68809643,19.31190357
laplace,3982,80.68809643,19.31190357
logistic,3982,26.26820693,73.73179307
uniform,3982,55.2988448,44.7011552
rayleigh,3982,50.97940733,49.02059267
normal,3992,32.69038076,67.30961924
binomial,3992,72.34468938,27.65531062
exponential,3992,45.86673347,54.13326653
poisson,3992,32.89078156,67.10921844
laplace,3992,56.56312625,43.43687375
logistic,3992,83.19138277,16.80861723
uniform,3992,46.04208417,53.95791583
rayleigh,3992,49.7745491,50.2254509
normal,4002,53.34832584,46.65167416
binomial,4002,47.12643678,52.87356322
exponential,4002,62.8185907,37.1814093
poisson,4002,62.7936032,37.2063968
laplace,4002,37.93103448,62.06896552
logistic,4002,73.63818091,26.36181909
uniform,4002,48.85057471,51.14942529
rayleigh,4002,31.53423288,68.46576712
normal,4012,33.97308076,66.02691924
binomial,4012,67.47258225,32.52741775
exponential,4012,72.98105683,27.01894317
poisson,4012,60.49351944,39.50648056
laplace,4012,67.94616152,32.05383848
logistic,4012,54.16251246,45.83748754
uniform,4012,60.2442672,39.7557328
rayleigh,4012,20.01495513,79.98504487
normal,4022,21.53157633,78.46842367
binomial,4022,27.1009448,72.8990552
exponential,4022,61.38736947,38.61263053
poisson,4022,75.2859274,24.7140726
laplace,4022,50.37294878,49.62705122
logistic,4022,17.87667827,82.12332173
uniform,4022,44.20686226,55.79313774
rayleigh,4022,38.88612631,61.11387369
normal,4032,75.44642857,24.55357143
binomial,4032,73.16468254,26.83531746
exponential,4032,23.6359127,76.3640873
poisson,4032,52.05853175,47.94146825
laplace,4032,68.30357143,31.69642857
logistic,4032,66.24503968,33.75496032
uniform,4032,51.26488095,48.73511905
rayleigh,4032,65.57539683,34.42460317
normal,4042,88.8916378,11.1083622
binomial,4042,55.04700643,44.95299357
exponential,4042,78.37704107,21.62295893
poisson,4042,21.49925779,78.50074221
laplace,4042,29.3913904,70.6086096
logistic,4042,25.25977239,74.74022761
uniform,4042,42.6521524,57.3478476
rayleigh,4042,48.61454725,51.38545275
normal,4052,67.94175716,32.05824284
binomial,4052,64.017769,35.982231
exponential,4052,73.91411649,26.08588351
poisson,4052,54.34353406,45.65646594
laplace,4052,72.8035538,27.1964462
logistic,4052,61.37709773,38.62290227
uniform,4052,49.70384995,50.29615005
rayleigh,4052,77.31984205,22.68015795
normal,4062,50.29542097,49.70457903
binomial,4062,35.96750369,64.03249631
exponential,4062,78.70507139,21.29492861
poisson,4062,20.7779419,79.2220581
laplace,4062,60.51206302,39.48793698
logistic,4062,54.03741999,45.96258001
uniform,4062,75.06154604,24.93845396
rayleigh,4062,72.03348104,27.96651896
normal,4072,67.36247544,32.63752456
binomial,4072,66.38015717,33.61984283
exponential,4072,35.48624754,64.51375246
poisson,4072,27.28388998,72.71611002
laplace,4072,20.8497053,79.1502947
logistic,4072,36.05108055,63.94891945
uniform,4072,49.04223969,50.95776031
rayleigh,4072,34.65127701,65.34872299
normal,4082,55.97746203,44.02253797
binomial,4082,22.29299363,77.70700637
exponential,4082,20.8966193,79.1033807
poisson,4082,62.07741303,37.92258697
laplace,4082,46.25183733,53.74816267
logistic,4082,54.38510534,45.61489466
uniform,4082,52.20480157,47.79519843
rayleigh,4082,36.47721705,63.52278295
normal,4092,40.90909091,59.09090909
binomial,4092,63.0742913,36.9257087
exponential,4092,35.5083089,64.4916911
poisson,4092,38.00097752,61.99902248
laplace,4092,77.78592375,22.21407625
logistic,4092,71.8230694,28.1769306
uniform,4092,84.50635386,15.49364614
rayleigh,4092,24.31573803,75.68426197
normal,4102,33.32520722,66.67479278
binomial,4102,53.26669917,46.73330083
exponential,4102,21.20916626,78.79083374
poisson,4102,78.18137494,21.81862506
laplace,4102,64.94392979,35.05607021
logistic,4102,57.09410044,42.90589956
uniform,4102,56.19210141,43.80789859
rayleigh,4102,50.09751341,49.90248659
normal,4112,23.95428016,76.04571984
binomial,4112,28.98832685,71.01167315
exponential,4112,66.05058366,33.94941634
poisson,4112,28.79377432,71.20622568
laplace,4112,73.51653696,26.48346304
logistic,4112,50.1459144,49.8540856
uniform,4112,83.31712062,16.68287938
rayleigh,4112,71.44941634,28.55058366
normal,4122,77.36535662,22.63464338
binomial,4122,63.41581756,36.58418244
exponential,4122,32.7510917,67.2489083
poisson,4122,44.59000485,55.40999515
laplace,4122,59.21882581,40.78117419
logistic,4122,83.18777293,16.81222707
uniform,4122,24.86656963,75.13343037
rayleigh,4122,52.35322659,47.64677341
normal,4132,32.98644724,67.01355276
binomial,4132,69.84511133,30.15488867
exponential,4132,24.61277832,75.38722168
poisson,4132,62.80251694,37.19748306
laplace,4132,27.39593417,72.60406583
logistic,4132,41.91674734,58.08325266
uniform,4132,74.32236205,25.67763795
rayleigh,4132,34.34172314,65.65827686
normal,4142,55.33558667,44.66441333
binomial,4142,71.17334621,28.82665379
exponential,4142,24.52921294,75.47078706
poisson,4142,36.52824722,63.47175278
laplace,4142,76.60550459,23.39449541
logistic,4142,23.27378078,76.72621922
uniform,4142,67.7450507,32.2549493
rayleigh,4142,22.06663448,77.93336552
normal,4152,22.2061657,77.7938343
binomial,4152,86.58477842,13.41522158
exponential,4152,65.34200385,34.65799615
poisson,4152,29.26300578,70.73699422
laplace,4152,68.6416185,31.3583815
logistic,4152,24.15703276,75.84296724
uniform,4152,26.92678227,73.07321773
rayleigh,4152,60.66955684,39.33044316
normal,4162,81.73954829,18.26045171
binomial,4162,50.45651129,49.54348871
exponential,4162,59.10619894,40.89380106
poisson,4162,40.94185488,59.05814512
laplace,4162,64.48822681,35.51177319
logistic,4162,75.97308986,24.02691014
uniform,4162,57.37626141,42.62373859
rayleigh,4162,73.76261413,26.23738587
normal,4172,29.12272291,70.87727709
binomial,4172,39.71716203,60.28283797
exponential,4172,67.042186,32.957814
poisson,4172,34.13231064,65.86768936
laplace,4172,59.39597315,40.60402685
logistic,4172,64.5493768,35.4506232
uniform,4172,35.5704698,64.4295302
rayleigh,4172,63.08724832,36.91275168
normal,4182,76.06408417,23.93591583
binomial,4182,57.74748924,42.25251076
exponential,4182,59.03873745,40.96126255
poisson,4182,69.87087518,30.12912482
laplace,4182,80.6551889,19.3448111
logistic,4182,62.505978,37.494022
uniform,4182,47.15447154,52.84552846
rayleigh,4182,47.63271162,52.36728838
normal,4192,80.65362595,19.34637405
binomial,4192,31.89408397,68.10591603
exponential,4192,10.42461832,89.57538168
poisson,4192,81.15458015,18.84541985
laplace,4192,24.40362595,75.59637405
logistic,4192,70.20515267,29.79484733
uniform,4192,69.89503817,30.10496183
rayleigh,4192,71.35019084,28.64980916
normal,4202,74.86910995,25.13089005
binomial,4202,17.15849595,82.84150405
exponential,4202,70.01427891,29.98572109
poisson,4202,31.50880533,68.49119467
laplace,4202,50.33317468,49.66682532
logistic,4202,82.31794384,17.68205616
uniform,4202,19.25273679,80.74726321
rayleigh,4202,60.82817706,39.17182294
normal,4212,18.92212726,81.07787274
binomial,4212,48.36182336,51.63817664
exponential,4212,57.45489079,42.54510921
poisson,4212,69.70560304,30.29439696
laplace,4212,63.29534663,36.70465337
logistic,4212,40.8357075,59.1642925
uniform,4212,44.32573599,55.67426401
rayleigh,4212,40.95441595,59.04558405
normal,4222,47.0156324,52.9843676
binomial,4222,76.88299384,23.11700616
exponential,4222,46.47086689,53.52913311
poisson,4222,89.98105163,10.01894837
laplace,4222,37.94410232,62.05589768
logistic,4222,65.72714353,34.27285647
uniform,4222,53.55281857,46.44718143
rayleigh,4222,62.79014685,37.20985315
normal,4232,20.41587902,79.58412098
binomial,4232,24.81096408,75.18903592
exponential,4232,59.61720227,40.38279773
poisson,4232,75.33081285,24.66918715
laplace,4232,82.4905482,17.5094518
logistic,4232,81.71077505,18.28922495
uniform,4232,61.1294896,38.8705104
rayleigh,4232,35.30245747,64.69754253
normal,4242,18.50542197,81.49457803
binomial,4242,77.08628006,22.91371994
exponential,4242,60.37246582,39.62753418
poisson,4242,60.60820368,39.39179632
laplace,4242,26.63837812,73.36162188
logistic,4242,18.64686469,81.35313531
uniform,4242,44.10655351,55.89344649
rayleigh,4242,69.51909477,30.48090523
normal,4252,68.20319849,31.79680151
binomial,4252,61.10065851,38.89934149
exponential,4252,69.40263405,30.59736595
poisson,4252,41.29821261,58.70178739
laplace,4252,37.37064911,62.62935089
logistic,4252,60.70084666,39.29915334
uniform,4252,42.49764817,57.50235183
rayleigh,4252,75.07055503,24.92944497
normal,4262,36.18019709,63.81980291
binomial,4262,40.4035664,59.5964336
exponential,4262,68.81745659,31.18254341
poisson,4262,46.3397466,53.6602534
laplace,4262,35.57015486,64.42984514
logistic,4262,22.59502581,77.40497419
uniform,4262,57.74284374,42.25715626
rayleigh,4262,47.32519944,52.67480056
normal,4272,37.78089888,62.21910112
binomial,4272,77.15355805,22.84644195
exponential,4272,66.38576779,33.61423221
poisson,4272,68.82022472,31.17977528
laplace,4272,73.45505618,26.54494382
logistic,4272,13.95131086,86.04868914
uniform,4272,71.06741573,28.93258427
rayleigh,4272,60.6741573,39.3258427
normal,4282,58.80429706,41.19570294
binomial,4282,50.63054647,49.36945353
exponential,4282,55.06772536,44.93227464
poisson,4282,74.38113031,25.61886969
laplace,4282,61.09294722,38.90705278
logistic,4282,42.52685661,57.47314339
uniform,4282,16.65109762,83.34890238
rayleigh,4282,26.87996263,73.12003737
normal,4292,56.29077353,43.70922647
binomial,4292,50.69897484,49.30102516
exponential,4292,39.4221808,60.5778192
poisson,4292,25.722274,74.277726
laplace,4292,68.17334576,31.82665424
logistic,4292,26.93383038,73.06616962
uniform,4292,85.95060578,14.04939422
rayleigh,4292,48.83504194,51.16495806
normal,4302,75.0116225,24.9883775
binomial,4302,54.20734542,45.79265458
exponential,4302,25.91817759,74.08182241
poisson,4302,65.08600651,34.91399349
laplace,4302,47.90794979,52.09205021
logistic,4302,35.05346351,64.94653649
uniform,4302,70.47884705,29.52115295
rayleigh,4302,25.52301255,74.47698745
normal,4312,63.82189239,36.17810761
binomial,4312,69.78200371,30.21799629
exponential,4312,35.99257885,64.00742115
poisson,4312,38.91465677,61.08534323
laplace,4312,30.19480519,69.80519481
logistic,4312,63.28849722,36.71150278
uniform,4312,56.63265306,43.36734694
rayleigh,4312,33.07050093,66.92949907
normal,4322,53.07727904,46.92272096
binomial,4322,64.39148542,35.60851458
exponential,4322,38.59324387,61.40675613
poisson,4322,84.5441925,15.4558075
laplace,4322,53.07727904,46.92272096
logistic,4322,55.57612217,44.42387783
uniform,4322,14.59972235,85.40027765
rayleigh,4322,31.83711245,68.16288755
normal,4332,40.55863343,59.44136657
binomial,4332,56.55586334,43.44413666
exponential,4332,87.28070175,12.71929825
poisson,4332,37.9501385,62.0498615
laplace,4332,87.71929825,12.28070175
logistic,4332,61.79593721,38.20406279
uniform,4332,40.5355494,59.4644506
rayleigh,4332,59.90304709,40.09695291
normal,4342,27.82128052,72.17871948
binomial,4342,54.3528328,45.6471672
exponential,4342,23.422386,76.577614
poisson,4342,81.62137264,18.37862736
laplace,4342,85.02994012,14.97005988
logistic,4342,47.32842008,52.67157992
uniform,4342,23.88300322,76.11699678
rayleigh,4342,27.66006449,72.33993551
normal,4352,77.29779412,22.70220588
binomial,4352,59.97242647,40.02757353
exponential,4352,30.10110294,69.89889706
poisson,4352,25.13786765,74.86213235
laplace,4352,33.24908088,66.75091912
logistic,4352,58.77757353,41.22242647
uniform,4352,77.41268382,22.58731618
rayleigh,4352,40.30330882,59.69669118
normal,4362,31.61393856,68.38606144
binomial,4362,60.98120128,39.01879872
exponential,4362,38.85832187,61.14167813
poisson,4362,34.31911967,65.68088033
laplace,4362,56.41907382,43.58092618
logistic,4362,18.11095828,81.88904172
uniform,4362,63.20495186,36.79504814
rayleigh,4362,44.36038514,55.63961486
normal,4372,53.81976212,46.18023788
binomial,4372,15.94236048,84.05763952
exponential,4372,33.94327539,66.05672461
poisson,4372,24.47392498,75.52607502
laplace,4372,15.09606587,84.90393413
logistic,4372,63.40347667,36.59652333
uniform,4372,70.24245197,29.75754803
rayleigh,4372,52.4473925,47.5526075
normal,4382,40.80328617,59.19671383
binomial,4382,77.84116842,22.15883158
exponential,4382,46.16613419,53.83386581
poisson,4382,27.22501141,72.77498859
laplace,4382,20.85805568,79.14194432
logistic,4382,58.51209493,41.48790507
uniform,4382,24.82884528,75.17115472
rayleigh,4382,20.53856686,79.46143314
normal,4392,58.15118397,41.84881603
binomial,4392,57.46812386,42.53187614
exponential,4392,26.98087432,73.01912568
poisson,4392,26.32058288,73.67941712
laplace,4392,54.5992714,45.4007286
logistic,4392,63.77504554,36.22495446
uniform,4392,76.52550091,23.47449909
rayleigh,4392,66.0291439,33.9708561
normal,4402,71.9672876,28.0327124
binomial,4402,48.61426624,51.38573376
exponential,4402,38.30077238,61.69922762
poisson,4402,80.19082235,19.80917765
laplace,4402,35.48387097,64.51612903
logistic,4402,46.91049523,53.08950477
uniform,4402,70.35438437,29.64561563
rayleigh,4402,74.21626533,25.78373467
normal,4412,47.89211242,52.10788758
binomial,4412,62.66999093,37.33000907
exponential,4412,54.82774252,45.17225748
poisson,4412,40.23118767,59.76881233
laplace,4412,57.0942883,42.9057117
logistic,4412,11.1287398,88.8712602
uniform,4412,13.98458749,86.01541251
rayleigh,4412,46.44152312,53.55847688
normal,4422,38.89642696,61.10357304
binomial,4422,29.62460425,70.37539575
exponential,4422,42.17548621,57.82451379
poisson,4422,27.5893261,72.4106739
laplace,4422,26.41338761,73.58661239
logistic,4422,62.75440977,37.24559023
uniform,4422,40.66033469,59.33966531
rayleigh,4422,40.68294889,59.31705111
normal,4432,34.90523466,65.09476534
binomial,4432,54.55776173,45.44223827
exponential,4432,77.82039711,22.17960289
poisson,4432,60.83032491,39.16967509
laplace,4432,26.1732852,73.8267148
logistic,4432,64.39530686,35.60469314
uniform,4432,49.14259928,50.85740072
rayleigh,4432,62.36462094,37.63537906
normal,4442,39.57676722,60.42323278
binomial,4442,51.66591625,48.33408375
exponential,4442,60.49076992,39.50923008
poisson,4442,49.07699235,50.92300765
laplace,4442,73.81809995,26.18190005
logistic,4442,32.10265646,67.89734354
uniform,4442,35.65961279,64.34038721
rayleigh,4442,29.64880684,70.35119316
normal,4452,47.03504043,52.96495957
binomial,4452,60.78167116,39.21832884
exponential,4452,55.97484277,44.02515723
poisson,4452,34.52380952,65.47619048
laplace,4452,24.93261456,75.06738544
logistic,4452,69.15992812,30.84007188
uniform,4452,74.19137466,25.80862534
rayleigh,4452,44.58670261,55.41329739
normal,4462,63.35723891,36.64276109
binomial,4462,53.89959659,46.10040341
exponential,4462,73.41999104,26.58000896
poisson,4462,80.36754818,19.63245182
laplace,4462,50.53787539,49.46212461
logistic,4462,21.22366652,78.77633348
uniform,4462,65.12774541,34.87225459
rayleigh,4462,32.29493501,67.70506499
normal,4472,19.58855098,80.41144902
binomial,4472,59.14579606,40.85420394
exponential,4472,25.62611807,74.37388193
poisson,4472,47.92039356,52.07960644
laplace,4472,80.05366726,19.94633274
logistic,4472,45.28175313,54.71824687
uniform,4472,58.63148479,41.36851521
rayleigh,4472,58.36314848,41.63685152
normal,4482,38.84426595,61.15573405
binomial,4482,50.40160643,49.59839357
exponential,4482,80.00892459,19.99107541
poisson,4482,60.79875056,39.20124944
laplace,4482,30.47746542,69.52253458
logistic,4482,26.59526997,73.40473003
uniform,4482,63.92235609,36.07764391
rayleigh,4482,71.55287818,28.44712182
normal,4492,55.98842386,44.01157614
binomial,4492,65.07123776,34.92876224
exponential,4492,29.07390917,70.92609083
poisson,4492,46.54942119,53.45057881
laplace,4492,34.55031167,65.44968833
logistic,4492,66.87444346,33.12555654
uniform,4492,68.49955476,31.50044524
rayleigh,4492,51.24666073,48.75333927
normal,4502,81.9857841,18.0142159
binomial,4502,34.85117725,65.14882275
exponential,4502,21.45713016,78.54286984
poisson,4502,26.09951133,73.90048867
laplace,4502,16.12616615,83.87383385
logistic,4502,38.78276322,61.21723678
uniform,4502,40.95957352,59.04042648
rayleigh,4502,37.82763216,62.17236784
normal,4512,66.75531915,33.24468085
binomial,4512,44.74734043,55.25265957
exponential,4512,50.53191489,49.46808511
poisson,4512,22.71719858,77.28280142
laplace,4512,53.43528369,46.56471631
logistic,4512,67.64184397,32.35815603
uniform,4512,73.64804965,26.35195035
rayleigh,4512,55.42996454,44.57003546
normal,4522,48.42989828,51.57010172
binomial,4522,46.37328616,53.62671384
exponential,4522,60.59265812,39.40734188
poisson,4522,67.27111897,32.72888103
laplace,4522,57.14285714,42.85714286
logistic,4522,61.03494029,38.96505971
uniform,4522,79.6550199,20.3449801
rayleigh,4522,51.14993366,48.85006634
normal,4532,64.67343336,35.32656664
binomial,4532,35.7678729,64.2321271
exponential,4532,66.61518094,33.38481906
poisson,4532,66.28420124,33.71579876
laplace,4532,41.08561342,58.91438658
logistic,4532,59.2674316,40.7325684
uniform,4532,25.50750221,74.49249779
rayleigh,4532,34.53221536,65.46778464
normal,4542,64.42095993,35.57904007
binomial,4542,40.66490533,59.33509467
exponential,4542,70.98194628,29.01805372
poisson,4542,78.79788639,21.20211361
laplace,4542,38.30911493,61.69088507
logistic,4542,48.06252752,51.93747248
uniform,4542,52.44385733,47.55614267
rayleigh,4542,33.443417,66.556583
normal,4552,62.82952548,37.17047452
binomial,4552,75.15377856,24.84622144
exponential,4552,37.25834798,62.74165202
poisson,4552,40.1142355,59.8857645
laplace,4552,55.3602812,44.6397188
logistic,4552,38.8400703,61.1599297
uniform,4552,82.60105448,17.39894552
rayleigh,4552,42.59666081,57.40333919
normal,4562,28.62779483,71.37220517
binomial,4562,25.53704516,74.46295484
exponential,4562,37.24243753,62.75756247
poisson,4562,64.57693994,35.42306006
laplace,4562,38.36036826,61.63963174
logistic,4562,77.15914073,22.84085927
uniform,4562,58.13239807,41.86760193
rayleigh,4562,41.03463393,58.96536607
normal,4572,85.82677165,14.17322835
binomial,4572,50.65616798,49.34383202
exponential,4572,71.58792651,28.41207349
poisson,4572,70.62554681,29.37445319
laplace,4572,63.80139983,36.19860017
logistic,4572,70.60367454,29.39632546
uniform,4572,77.25284339,22.74715661
rayleigh,4572,20.53805774,79.46194226
normal,4582,61.85072021,38.14927979
binomial,4582,54.47402881,45.52597119
exponential,4582,42.57965954,57.42034046
poisson,4582,34.1117416,65.8882584
laplace,4582,56.43823658,43.56176342
logistic,4582,36.35966827,63.64033173
uniform,4582,50.37101702,49.62898298
rayleigh,4582,75.73112178,24.26887822
normal,4592,35.82317073,64.17682927
binomial,4592,26.8728223,73.1271777
exponential,4592,81.40243902,18.59756098
poisson,4592,11.12804878,88.87195122
laplace,4592,71.2543554,28.7456446
logistic,4592,66.79006969,33.20993031
uniform,4592,59.03745645,40.96254355
rayleigh,4592,25.10888502,74.89111498
normal,4602,57.32290309,42.67709691
binomial,4602,29.44372012,70.55627988
exponential,4602,18.77444589,81.22555411
poisson,4602,21.164711,78.835289
laplace,4602,81.85571491,18.14428509
logistic,4602,50.02172968,49.97827032
uniform,4602,21.0343329,78.9656671
rayleigh,4602,67.51412429,32.48587571
normal,4612,73.13529922,26.86470078
binomial,4612,63.68169991,36.31830009
exponential,4612,83.26105811,16.73894189
poisson,4612,78.64267129,21.35732871
laplace,4612,64.22376409,35.77623591
logistic,4612,27.79705117,72.20294883
uniform,4612,51.69124024,48.30875976
rayleigh,4612,79.57502168,20.42497832
normal,4622,21.98182605,78.01817395
binomial,4622,24.66464734,75.33535266
exponential,4622,36.78061445,63.21938555
poisson,4622,41.75681523,58.24318477
laplace,4622,39.85287754,60.14712246
logistic,4622,91.8217222,8.178277802
uniform,4622,23.27996538,76.72003462
rayleigh,4622,55.4521852,44.5478148
normal,4632,90.5656304,9.434369603
binomial,4632,76.42487047,23.57512953
exponential,4632,70.98445596,29.01554404
poisson,4632,55.26770294,44.73229706
laplace,4632,52.00777202,47.99222798
